midfielder,defender,overall,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
0,0,62,4,3,63,56,59,56,41,65,47,49,47,67,70,74,57,63,54,60,74,70,85,42,59,55,58,59,56,60,50,58,58
1,0,62,4,2,47,53,46,65,41,61,56,49,61,63,65,65,71,61,70,53,69,69,63,55,48,63,54,57,51,60,46,47,49
0,1,62,3,2,48,18,60,55,28,47,30,28,42,53,40,37,58,55,50,34,79,73,85,24,64,56,28,34,33,50,58,60,55
1,0,62,4,2,61,51,41,56,47,62,58,57,45,60,83,81,83,56,75,68,34,77,59,57,55,57,49,57,45,53,53,54,53
0,1,62,2,2,36,30,64,49,25,37,33,29,50,42,31,29,29,60,47,45,44,63,82,26,70,59,25,38,38,56,61,62,61
0,1,62,3,2,61,46,43,61,41,55,51,43,59,58,73,72,73,61,66,61,76,79,70,44,72,59,52,59,50,62,55,56,58
1,0,62,3,2,63,47,44,61,46,55,49,34,49,60,78,78,67,61,68,62,55,87,60,38,64,57,57,51,52,46,59,51,39
0,1,62,2,2,64,22,56,62,25,54,25,26,62,62,68,70,63,48,52,47,72,55,63,29,53,58,43,34,32,55,57,64,65
1,0,62,3,2,52,38,53,67,38,51,44,38,70,67,54,30,64,57,74,57,74,51,56,61,69,68,48,55,47,58,66,64,52
0,1,62,3,2,32,20,59,50,26,48,35,23,44,49,65,63,65,56,66,40,74,68,72,22,62,59,35,41,37,55,60,61,60
1,0,62,3,2,62,56,39,61,45,62,49,41,62,62,67,64,68,57,79,67,52,58,40,48,47,17,60,55,62,57,30,26,27
0,1,62,3,2,53,41,62,65,43,62,51,36,63,61,52,52,47,59,65,63,51,76,76,58,50,55,38,41,47,63,60,68,66
1,0,62,2,2,58,48,24,64,53,63,56,48,58,62,70,72,73,58,74,57,62,69,50,53,41,48,49,55,50,56,52,54,48
0,1,62,4,2,58,39,63,56,42,57,33,37,52,58,72,59,62,60,67,33,57,65,69,39,56,56,40,36,37,65,54,66,64
0,1,62,3,2,39,28,63,52,32,40,38,39,47,40,41,36,57,56,52,50,61,74,81,40,56,53,38,45,45,48,63,66,61
0,0,62,3,3,57,62,65,57,61,68,55,54,47,64,70,77,73,48,55,59,69,62,61,59,45,32,62,54,63,58,27,27,25
0,1,62,3,2,42,53,61,57,44,59,33,35,54,55,57,63,75,54,64,42,71,68,66,43,63,58,60,60,40,55,59,64,61
0,1,62,2,2,62,33,62,58,33,55,33,36,50,56,75,65,68,59,68,53,75,76,65,44,58,61,48,44,45,45,59,60,55
0,1,62,3,2,72,44,43,64,25,50,72,65,54,56,53,52,55,65,48,68,64,68,77,55,71,59,58,65,44,57,59,61,64
0,1,62,3,2,56,22,63,57,30,53,42,38,50,56,42,54,58,61,49,56,62,59,72,48,63,59,44,51,36,59,60,59,56
1,0,62,3,3,59,40,44,65,45,67,56,53,63,65,66,73,72,59,60,52,67,65,81,59,44,45,49,62,52,65,56,59,56
1,0,62,3,2,47,48,65,63,38,57,37,35,61,56,61,63,54,64,53,70,71,86,82,54,73,62,54,57,59,59,59,60,55
1,0,62,2,2,55,54,38,56,36,67,58,62,50,66,76,81,74,54,74,55,34,52,52,36,50,15,61,44,47,45,27,27,23
0,1,62,2,2,64,52,55,59,55,57,64,58,62,60,66,69,65,56,73,64,68,83,62,55,65,56,57,60,55,55,56,58,57
0,0,62,4,3,46,58,52,56,58,61,28,46,30,59,80,77,83,65,65,65,49,63,63,55,52,18,57,54,53,60,30,14,12
1,0,62,3,2,62,47,37,68,33,52,39,56,64,61,58,54,59,71,71,49,53,73,57,61,48,49,37,62,61,51,64,49,44
0,1,62,2,2,30,26,56,51,31,31,29,31,40,42,60,61,44,56,47,35,70,53,81,25,62,57,28,29,35,55,58,61,63
1,0,62,3,2,46,45,42,64,45,61,39,43,59,63,61,60,71,65,74,60,52,85,60,63,61,60,46,50,42,50,59,58,55
1,0,62,3,2,57,48,34,59,42,64,48,52,53,66,62,69,62,58,58,52,49,69,66,54,46,28,61,56,46,72,42,26,30
0,0,62,2,2,33,67,60,53,58,65,49,29,37,51,67,62,60,55,57,60,56,45,72,56,33,13,58,54,62,41,15,18,15
1,0,62,3,2,38,41,54,62,31,56,41,34,60,59,64,66,64,58,65,54,68,73,72,50,60,60,49,59,44,58,61,61,59
0,0,62,3,2,57,63,45,61,44,60,54,55,58,57,78,76,83,48,85,64,55,67,32,62,43,27,58,59,54,57,40,29,34
1,0,62,3,3,62,54,38,65,47,63,55,38,50,61,76,73,65,51,66,54,51,54,62,44,41,26,54,61,52,53,31,32,24
0,0,61,3,2,32,63,56,49,43,58,42,28,29,59,83,80,78,50,57,62,67,52,74,44,27,17,58,49,62,52,24,12,16
0,1,61,3,2,24,25,58,55,23,45,26,31,53,58,40,40,58,50,30,33,73,57,73,26,49,59,26,30,40,50,58,62,61
1,0,61,2,2,42,52,47,63,33,63,50,53,58,65,64,62,59,62,68,49,57,66,60,44,52,50,59,58,54,43,52,52,43
1,0,61,3,2,61,40,64,62,31,63,48,36,58,60,73,72,75,51,74,48,73,71,56,33,53,61,61,50,45,48,56,61,56
1,0,61,3,2,62,47,51,65,51,61,68,65,61,66,60,62,69,62,69,61,51,58,45,55,49,53,52,61,52,51,51,54,56
0,1,61,3,2,60,28,55,45,30,70,37,39,40,44,68,64,57,55,73,36,58,55,45,32,55,63,57,37,43,50,57,70,68
1,0,61,4,3,55,59,52,58,60,64,60,54,42,62,63,63,68,56,71,65,53,53,55,62,38,26,60,59,61,60,30,28,30
1,0,61,3,2,57,35,36,65,41,61,47,52,62,64,74,69,73,59,74,53,62,62,52,42,55,60,55,63,45,53,59,61,47
1,0,61,3,3,53,55,39,50,47,69,50,35,34,63,90,92,83,52,76,38,48,45,41,42,42,19,54,48,40,50,26,31,27
1,0,61,2,2,39,27,54,58,39,48,37,47,64,53,52,56,65,52,75,53,65,72,76,38,74,56,37,56,57,61,60,59,58
0,0,61,3,2,25,64,47,54,36,62,48,26,24,61,71,74,67,50,65,59,68,63,66,52,33,11,64,42,62,63,31,17,21
1,0,61,3,2,57,63,65,60,47,65,48,59,56,53,72,76,80,58,89,59,69,50,35,56,32,13,60,48,65,46,27,25,23
0,0,61,4,3,49,53,33,53,44,70,49,40,49,68,71,63,83,51,71,56,65,41,37,50,48,22,46,64,46,56,35,30,37
0,0,61,2,3,58,53,40,57,46,64,49,35,46,60,88,90,81,50,79,53,73,61,57,42,34,18,44,58,43,46,14,18,11
1,0,61,2,2,35,42,45,65,33,54,36,35,56,64,65,66,67,59,75,52,62,73,64,51,61,63,42,63,46,52,52,64,61
1,0,61,2,2,41,51,46,63,33,58,36,34,52,64,65,64,59,54,59,58,61,70,64,61,56,60,56,62,35,39,35,62,59
0,1,61,2,2,36,22,58,55,34,30,28,30,38,51,55,61,36,53,53,45,46,63,77,26,54,58,22,31,37,44,62,62,58
0,0,61,3,2,59,61,41,52,49,62,29,46,38,59,73,71,70,52,80,66,68,70,69,64,76,28,63,57,60,55,38,37,16
0,0,61,4,3,29,65,56,48,43,60,33,29,30,64,63,70,72,60,70,54,69,52,64,54,31,12,62,51,64,55,27,19,18
0,0,61,4,3,32,58,58,47,39,66,35,25,37,61,71,75,73,54,65,61,66,68,77,53,67,20,60,49,52,45,23,31,21
1,0,61,3,2,63,58,49,57,41,60,34,26,46,64,75,69,62,54,65,57,66,55,59,51,29,11,56,62,56,49,12,16,15
0,1,61,3,2,37,24,56,37,29,32,28,36,30,43,57,58,43,52,56,42,67,61,73,29,64,62,33,37,45,54,56,65,62
0,1,61,3,2,36,16,55,47,28,34,24,29,51,45,66,75,50,57,36,40,51,58,84,25,65,57,22,35,38,46,58,62,59
0,1,61,3,2,62,38,50,53,36,61,37,44,45,58,79,74,71,57,84,35,57,67,51,34,50,57,51,44,44,48,56,61,56
1,0,61,2,2,63,49,46,53,54,63,60,42,44,59,77,75,76,54,64,60,50,63,43,50,58,42,53,59,49,51,50,51,35
1,0,61,3,3,58,62,43,59,53,64,48,42,45,62,79,77,69,50,74,68,42,60,41,52,38,17,50,55,53,48,18,28,24
0,1,61,3,2,51,21,59,55,29,48,28,29,44,48,49,54,51,58,53,40,75,59,66,32,61,58,27,43,33,55,62,61,59
0,1,61,2,2,53,45,48,58,43,57,36,31,51,59,74,74,67,53,63,52,66,71,58,38,60,57,53,45,40,54,61,60,59
0,1,61,3,2,58,39,51,62,36,64,44,40,54,60,75,82,73,52,74,62,78,78,71,40,66,50,45,44,42,48,57,47,56
0,1,61,2,2,58,45,54,53,31,58,54,38,45,56,80,83,70,55,66,53,66,70,73,41,54,55,54,52,42,53,55,57,56
0,1,61,3,2,57,29,52,56,30,64,43,31,37,60,76,75,68,60,65,45,55,69,53,37,50,57,67,39,42,44,54,59,58
0,0,61,3,2,54,56,50,48,48,64,51,32,44,61,81,84,85,56,90,54,78,62,43,52,24,22,55,56,46,52,22,25,23
0,1,61,3,2,55,25,35,56,23,59,27,31,30,58,81,87,72,58,69,28,58,65,59,28,50,56,46,31,38,46,63,56,58
0,0,61,3,2,26,63,56,49,31,54,32,35,32,59,71,74,68,58,67,64,69,63,74,51,34,16,60,47,60,42,15,15,16
1,0,61,2,3,54,53,50,56,42,61,47,39,43,57,88,88,82,52,74,56,71,66,65,51,58,20,55,52,56,57,21,18,16
0,1,61,3,2,67,21,44,62,30,52,45,61,61,63,86,81,79,53,72,52,69,48,46,34,54,57,50,37,45,49,54,59,58
0,1,61,4,2,59,22,61,58,36,47,34,33,47,56,64,60,58,59,62,50,65,60,76,33,54,59,34,32,42,45,61,63,57
0,0,61,3,3,55,55,42,61,48,62,46,63,57,63,77,78,70,55,76,59,51,49,56,57,52,42,53,51,51,49,51,42,36
0,1,61,3,3,53,63,30,54,48,65,61,55,47,60,74,76,75,51,62,63,40,64,61,62,59,30,58,55,58,54,41,55,51
0,1,61,2,2,38,33,50,57,31,48,38,36,55,56,70,71,64,56,59,56,77,64,73,46,61,56,53,51,44,46,58,60,60
0,1,61,4,2,51,36,58,59,44,54,36,47,50,52,74,69,59,55,57,45,65,72,67,53,62,57,42,49,34,54,58,61,62
0,1,61,4,2,61,29,49,49,29,62,41,33,38,63,61,57,63,62,64,42,60,57,59,37,66,62,57,48,38,60,59,63,62
0,0,61,3,3,56,54,55,57,47,61,54,52,51,58,79,75,67,52,54,55,55,70,69,53,43,42,51,56,55,57,26,36,39
1,0,61,3,2,58,60,51,62,39,59,58,61,60,55,59,75,60,55,68,60,60,68,54,53,58,51,60,67,43,68,53,55,52
1,0,61,3,2,50,45,51,62,41,62,47,40,60,63,72,70,73,56,76,55,69,74,56,52,59,51,53,61,48,55,53,54,50
1,0,61,3,3,55,56,53,63,46,62,60,57,61,63,66,66,71,58,71,63,41,63,55,58,46,47,52,62,51,58,45,53,46
1,0,61,2,2,56,36,48,45,30,60,40,41,40,58,70,69,69,56,69,34,62,69,66,29,60,59,59,46,37,48,63,61,59
1,0,61,2,3,51,50,44,69,44,61,51,58,67,66,59,64,64,43,71,54,60,49,48,42,46,25,48,63,46,61,32,46,47
0,1,61,3,2,59,33,52,60,38,58,34,37,57,63,59,63,54,63,70,47,61,61,65,48,57,62,53,52,38,45,57,61,57
1,0,61,3,3,59,46,41,57,53,63,59,50,54,59,78,72,63,56,70,56,47,59,56,38,60,21,56,55,52,54,32,29,32
1,0,61,3,2,42,63,54,55,43,61,43,34,39,60,75,73,73,55,70,59,67,71,53,56,46,28,60,54,60,55,44,24,21
0,1,61,3,2,56,33,57,57,29,61,32,34,29,60,60,52,67,57,55,32,57,71,63,30,68,56,45,32,37,42,57,62,64
0,0,61,3,3,43,57,57,52,51,57,50,39,42,59,71,77,64,55,55,63,65,71,79,53,75,30,57,50,58,56,35,34,28
1,0,61,2,3,57,48,42,61,46,62,51,48,53,60,84,82,82,60,82,57,71,90,58,47,57,62,60,52,60,62,50,56,49
0,1,61,3,2,57,32,45,57,27,67,32,32,55,46,70,70,66,59,73,56,58,62,68,29,60,53,45,34,40,43,57,68,67
1,0,61,4,2,57,47,53,64,45,56,52,50,60,57,49,46,62,57,63,56,55,77,64,54,61,58,52,54,54,62,60,59,57
1,0,61,3,3,55,56,34,55,45,57,52,36,55,58,80,85,75,49,71,61,54,71,62,45,57,31,59,53,56,44,32,26,28
1,0,61,3,2,41,50,48,63,54,56,63,43,54,63,65,62,70,62,75,61,67,80,48,51,75,49,48,56,45,43,58,62,54
1,0,61,5,2,48,35,56,64,39,59,39,47,72,60,56,63,58,56,66,57,74,53,60,40,57,54,42,47,45,42,56,64,63
0,1,61,2,2,15,15,62,35,18,49,16,12,33,47,65,60,58,53,73,20,85,65,74,19,55,54,12,17,28,49,61,62,61
1,0,61,3,3,40,51,58,68,38,63,52,56,67,62,68,66,72,42,66,57,63,74,63,54,61,49,58,56,55,54,52,53,55
1,0,61,3,3,52,43,51,66,38,63,44,48,60,63,71,70,72,52,65,49,45,73,60,49,53,51,57,56,43,58,54,56,50
1,0,61,3,3,58,55,41,67,45,59,62,58,63,62,63,68,82,53,75,54,54,52,47,48,40,27,55,55,53,60,35,40,55
0,1,61,2,2,49,36,57,54,26,44,27,30,49,51,64,67,61,57,71,34,71,64,66,38,47,58,27,35,40,49,61,63,63
0,1,61,2,2,32,25,65,44,24,28,26,27,34,48,59,52,37,46,57,37,72,70,74,20,61,58,24,34,41,53,60,63,60
1,0,61,3,2,56,54,50,62,42,62,48,48,55,56,78,83,74,55,82,66,53,56,60,50,45,52,55,52,50,55,60,60,59
0,1,61,2,2,33,17,61,53,29,25,25,28,41,40,50,65,46,43,38,62,41,57,90,26,65,56,28,26,34,46,58,64,54
0,1,61,2,2,26,30,47,31,22,40,25,28,30,60,62,54,46,53,66,38,83,67,76,24,60,60,44,30,33,55,60,63,65
0,1,61,4,2,57,39,57,56,26,55,31,31,42,57,83,82,66,56,73,32,66,70,62,26,68,53,50,39,33,48,60,56,54
0,1,61,2,2,58,35,50,55,27,59,26,27,47,55,68,77,64,58,66,33,62,66,60,42,69,61,56,52,35,56,64,60,54
0,0,61,3,3,31,62,59,53,53,60,31,28,39,59,68,67,53,49,65,60,62,57,66,62,50,11,60,45,64,57,15,11,16
0,0,61,2,2,53,58,38,58,36,65,46,44,60,63,77,78,67,46,68,63,54,44,56,61,44,24,52,61,45,53,36,31,31
0,1,61,3,2,44,29,55,53,42,37,38,25,49,56,50,49,56,53,43,44,65,69,80,43,63,63,36,41,38,54,56,60,53
0,1,61,3,2,57,46,57,55,49,59,55,50,49,59,71,70,66,56,54,56,67,71,70,52,66,58,56,53,47,55,57,59,58
0,1,61,2,2,46,29,50,51,31,54,32,35,44,56,77,79,58,58,69,45,73,75,61,31,68,60,33,50,38,52,53,62,61
0,1,61,3,2,27,23,55,54,27,42,58,59,51,56,65,46,57,48,66,56,76,59,68,60,50,61,26,35,30,41,68,62,54
1,0,61,3,2,63,33,56,65,27,62,33,38,65,64,66,66,69,61,72,28,60,67,48,32,65,66,60,50,42,63,62,60,60
0,0,61,3,2,50,58,55,56,39,61,43,34,30,59,76,77,75,51,66,66,61,81,65,55,63,18,62,57,55,52,18,13,19
0,0,61,3,3,48,51,34,64,52,65,48,37,61,65,79,67,80,59,59,60,59,67,63,61,52,43,48,60,48,55,45,43,42
0,1,61,2,2,26,48,69,60,22,33,22,25,48,42,59,55,46,53,56,61,75,59,74,23,41,56,28,31,35,43,58,63,61
1,0,61,3,2,31,49,48,63,38,61,35,31,58,59,67,66,69,54,69,62,58,62,59,55,72,59,50,52,39,42,55,62,60
0,1,61,3,2,58,60,57,62,57,64,54,41,55,61,78,74,75,53,69,66,60,65,52,63,55,56,58,51,42,53,52,60,56
0,1,61,3,2,24,17,59,44,30,34,25,21,47,46,54,51,58,57,56,33,77,51,73,20,58,62,30,31,34,59,57,62,60
0,1,61,3,2,52,32,43,54,25,58,30,35,44,61,76,73,63,57,76,31,61,81,63,30,50,53,52,45,36,47,54,58,55
0,1,61,3,3,61,32,52,59,43,62,63,58,58,60,67,73,75,53,71,48,65,74,57,44,53,55,64,58,42,59,54,60,59
0,0,61,3,2,32,61,68,54,51,54,43,29,46,57,50,54,29,57,33,66,35,58,90,52,56,19,55,51,59,53,20,27,25
1,0,61,3,3,62,58,47,64,48,59,62,58,62,65,66,72,59,48,71,71,51,72,70,67,59,37,59,65,49,47,28,47,38
0,1,61,3,2,57,28,51,57,26,57,56,26,54,60,68,67,63,55,73,35,63,69,63,26,62,57,58,55,44,57,56,60,60
0,0,61,3,3,51,48,27,50,38,67,45,51,31,63,84,79,86,63,88,58,72,61,51,44,32,23,58,43,42,47,24,16,18
0,1,61,4,2,56,42,69,59,41,55,52,43,48,61,69,75,62,42,55,60,69,68,74,48,65,54,48,36,40,58,61,63,59
1,0,61,3,2,32,63,62,39,48,61,44,32,28,56,77,78,62,49,69,60,56,57,73,46,39,19,58,49,58,47,22,16,12
0,1,61,3,2,60,30,49,57,27,54,36,37,54,62,74,75,71,57,82,45,84,75,67,34,84,54,56,52,39,57,50,56,55
0,1,61,2,2,24,23,61,62,20,56,27,26,34,57,66,65,37,59,56,36,84,71,82,21,40,61,25,27,30,69,51,64,52
0,1,61,3,2,30,26,63,62,25,28,28,27,55,55,63,61,43,54,54,39,65,70,78,18,47,63,24,26,39,60,59,55,56
0,1,61,3,2,44,33,62,59,36,42,39,38,53,51,55,54,57,60,73,45,72,80,80,30,60,60,40,46,33,58,49,59,60
1,0,61,3,2,53,49,54,63,46,60,53,42,59,64,79,76,80,62,73,62,75,72,67,48,75,58,48,55,46,62,61,62,57
0,1,61,3,2,19,30,64,45,28,22,28,22,46,38,40,45,49,48,30,48,54,58,84,36,64,56,28,39,37,48,55,64,62
1,0,61,3,3,62,53,51,64,61,62,50,53,60,61,59,60,64,57,74,64,60,61,62,59,56,26,57,61,63,58,29,21,19
0,1,61,4,2,64,29,42,53,23,61,58,55,42,60,76,73,70,55,88,45,74,73,58,28,51,57,51,44,36,57,54,59,58
1,0,61,3,2,51,46,55,64,47,53,52,53,62,61,65,66,54,59,73,72,64,75,66,61,78,59,46,55,46,53,53,64,61
0,1,61,2,2,26,34,68,48,43,36,48,34,46,55,61,62,59,57,58,63,69,60,62,31,62,61,45,40,47,57,60,62,55
0,1,61,3,2,60,34,56,50,30,50,40,30,39,55,78,60,74,55,77,31,55,82,75,28,47,55,36,36,32,56,58,60,59
1,0,61,4,2,55,54,51,62,51,60,53,49,57,60,70,66,72,57,67,64,54,74,57,58,46,30,56,54,56,60,52,51,42
1,0,61,3,3,53,50,38,61,56,64,48,38,50,62,73,80,83,56,73,61,37,63,43,46,40,31,53,59,36,57,34,26,27
1,0,61,5,3,65,55,36,64,40,65,36,40,57,66,67,62,69,52,63,51,66,58,60,37,53,22,54,45,49,50,25,40,39
1,0,61,3,2,62,39,45,65,47,59,62,38,62,65,68,66,68,46,84,49,62,66,57,50,74,57,49,65,51,57,59,60,55
0,1,61,2,2,30,20,72,45,20,25,32,23,40,35,49,54,51,52,52,52,74,86,75,22,70,55,24,26,30,50,51,63,62
0,0,61,3,2,42,59,57,47,53,62,41,45,42,56,82,81,61,51,56,57,58,64,68,51,33,30,61,47,64,54,31,32,30
0,1,61,2,2,36,35,60,50,25,36,37,31,48,37,55,46,64,61,70,50,72,73,72,32,79,59,42,38,29,55,57,57,58
1,0,61,3,2,50,50,54,64,49,59,24,55,62,62,65,64,60,55,70,58,61,81,70,49,69,48,58,56,53,51,46,62,59
0,1,61,3,3,57,58,50,64,54,64,59,58,58,63,76,76,68,56,55,55,53,66,59,59,56,62,59,64,56,61,59,55,52
1,0,61,3,2,33,58,64,58,42,59,41,45,52,64,69,71,69,49,51,61,70,66,78,49,58,48,56,46,59,51,32,52,48
0,1,61,3,2,58,33,60,58,37,61,42,38,53,58,75,72,59,55,45,38,57,64,66,35,49,62,46,34,42,55,59,63,63
1,0,61,4,2,54,54,44,56,52,64,48,45,49,62,77,74,81,54,74,56,67,65,57,54,60,30,58,58,52,51,25,25,24
0,1,61,2,2,36,32,58,57,42,52,33,32,49,53,59,63,59,53,59,34,62,66,73,42,65,60,49,49,32,48,60,57,56
1,0,61,3,2,59,58,31,57,46,59,47,56,54,58,75,77,71,63,76,56,57,67,45,49,48,21,55,48,52,51,41,16,21
1,0,61,3,2,45,33,52,65,37,55,44,48,62,65,44,47,38,59,70,60,76,81,72,54,77,63,49,50,38,64,59,58,54
1,0,61,3,2,57,59,66,62,53,58,62,60,58,62,54,53,61,56,65,66,67,68,72,61,63,56,58,62,52,61,54,63,57
0,1,61,4,2,62,41,61,63,49,61,63,37,62,62,47,40,51,64,54,47,66,54,70,39,64,64,52,53,55,65,65,64,60
0,1,61,4,2,58,35,57,55,22,51,45,40,50,55,68,64,71,60,57,43,67,77,69,39,60,58,51,43,41,52,64,58,58
0,1,61,3,2,32,16,61,50,37,46,34,29,39,51,48,54,49,58,51,32,67,64,75,15,47,65,17,52,35,60,63,57,53
0,1,61,2,2,52,32,59,58,48,45,53,29,51,60,40,48,61,58,62,50,63,53,71,43,60,58,27,44,30,60,59,62,59
1,0,61,2,2,53,54,46,63,46,58,50,55,62,60,63,59,73,60,74,60,69,70,53,59,80,56,54,60,52,59,56,58,57
0,1,61,3,2,57,38,60,53,53,40,43,25,52,41,55,62,57,53,68,68,61,90,83,54,65,51,43,36,58,57,57,63,61
1,0,61,2,2,59,54,46,64,46,62,70,62,59,63,65,66,75,55,79,66,70,71,70,62,54,43,55,65,45,68,53,47,40
0,1,61,3,3,61,50,44,57,45,63,44,42,52,58,75,76,65,61,58,69,50,65,72,55,58,54,46,52,52,56,60,60,47
1,0,61,3,3,54,58,43,54,56,58,60,49,49,58,80,83,81,52,73,55,71,79,62,60,47,41,55,56,56,53,45,40,32
0,1,61,2,2,59,36,41,56,59,60,59,47,56,51,88,79,74,57,74,46,70,80,53,48,62,55,58,40,36,55,48,60,57
0,0,61,2,2,40,61,68,45,49,52,40,33,27,51,64,63,60,62,53,57,71,64,86,50,60,12,62,48,59,56,30,13,16
0,1,61,3,2,47,58,61,63,37,62,39,35,58,63,73,79,72,53,54,57,74,71,77,54,65,48,57,62,56,51,58,63,61
1,0,61,3,2,60,55,60,61,38,59,47,35,62,59,64,65,62,56,62,48,78,87,68,48,58,57,54,59,35,60,60,63,62
1,0,61,3,3,58,57,51,57,37,60,52,46,49,60,77,81,76,56,76,71,70,70,46,47,30,16,52,54,59,55,17,19,17
0,1,61,3,2,64,50,54,54,52,53,60,23,48,58,63,62,61,53,55,55,51,71,73,60,66,62,59,66,30,57,62,62,57
0,1,61,2,2,23,25,62,51,29,30,28,22,46,27,66,50,44,54,63,39,76,72,71,20,70,53,22,31,38,50,60,61,61
1,0,61,3,2,62,40,44,53,51,66,49,29,40,61,73,72,73,62,82,55,64,82,66,34,64,50,63,40,31,45,52,54,51
1,0,61,3,2,56,51,44,62,45,62,59,54,58,60,67,66,70,58,69,60,60,73,57,58,66,51,50,58,57,56,43,44,42
0,1,61,3,2,52,24,69,58,23,48,29,30,60,59,67,65,71,58,67,30,70,67,72,25,51,55,46,34,36,59,56,61,62
0,1,61,3,2,57,34,53,69,45,54,47,39,63,51,60,50,62,62,68,55,71,69,61,45,66,54,56,48,49,48,65,63,61
1,0,61,3,2,56,50,58,65,32,56,35,38,57,58,61,55,68,56,72,46,62,70,64,38,82,55,38,45,47,52,56,62,62
0,1,61,4,2,33,20,62,51,20,25,25,27,43,41,61,63,57,49,67,34,74,61,65,16,63,57,26,32,33,48,64,63,61
0,1,61,3,2,55,27,47,53,23,53,41,33,37,59,66,60,70,55,84,24,61,69,57,25,47,57,48,38,38,43,58,63,67
1,0,61,2,2,46,44,36,64,36,51,47,39,62,60,34,33,33,64,58,64,57,72,84,59,77,63,47,52,65,56,39,64,65
1,0,61,3,2,51,48,41,61,40,63,48,41,63,60,64,62,59,56,65,49,53,73,60,48,40,52,52,62,44,58,33,58,43
0,1,61,3,2,58,29,48,59,22,45,28,33,41,51,70,66,67,54,59,25,59,63,67,29,56,61,42,47,34,37,58,62,60
1,0,60,3,2,45,38,54,64,33,49,41,39,53,57,67,63,59,56,67,54,61,68,59,44,64,57,38,42,42,53,62,63,59
0,1,60,4,2,60,45,57,57,43,60,62,40,65,60,65,68,58,55,62,45,63,62,51,33,43,54,50,66,48,70,58,61,60
0,1,60,3,2,58,32,49,65,42,61,51,49,61,63,68,69,72,53,73,48,72,58,46,34,61,53,22,49,31,54,51,60,61
0,0,60,2,2,26,60,67,44,37,52,38,25,31,50,70,75,57,52,46,59,68,51,78,52,53,13,58,44,55,42,14,17,13
1,0,60,3,2,33,47,48,66,33,66,31,37,60,67,62,53,56,60,71,42,58,38,40,45,53,52,55,64,37,43,40,45,47
1,0,60,3,2,52,60,48,59,42,62,42,32,42,59,85,80,79,55,75,58,57,51,42,51,60,19,59,59,57,44,22,15,12
1,0,60,2,2,60,53,37,58,38,65,36,35,48,60,68,74,74,49,69,49,44,41,61,33,31,18,55,58,50,41,27,27,29
0,0,60,3,2,39,60,55,48,48,58,44,38,37,56,83,79,65,55,65,58,67,68,60,51,45,26,57,49,55,54,26,24,21
1,0,60,5,2,52,49,49,62,48,60,55,60,59,61,65,58,63,58,68,62,63,58,53,57,47,49,55,63,51,47,53,53,52
0,0,60,3,2,48,60,59,46,44,54,42,25,39,57,69,71,60,50,58,62,66,64,69,56,36,10,58,49,61,59,12,13,15
1,0,60,4,2,46,58,46,52,53,58,46,41,41,61,70,71,64,56,62,66,64,68,62,56,55,17,61,55,66,62,23,28,25
0,1,60,3,2,64,31,50,55,41,64,54,36,58,61,77,79,65,53,63,51,65,68,69,48,69,50,50,54,42,40,52,53,55
0,1,60,3,2,28,22,60,50,31,33,27,25,47,48,55,62,49,58,59,39,75,64,69,25,49,54,35,53,30,49,64,62,58
1,0,60,3,3,53,43,53,64,52,66,52,53,63,64,75,68,68,51,72,55,57,60,42,34,46,52,51,59,57,65,49,56,55
1,0,60,3,2,59,40,49,58,23,55,26,34,48,56,77,72,70,61,69,32,66,60,58,41,58,56,59,62,29,47,52,61,57
1,0,60,3,2,55,54,45,64,40,57,48,42,60,59,65,66,72,56,71,54,65,66,61,55,56,57,52,58,53,60,49,56,52
0,1,60,2,2,26,22,60,56,28,37,24,21,42,42,56,55,45,46,54,44,62,62,70,22,54,56,25,28,31,42,61,61,59
0,1,60,2,2,57,32,48,57,24,58,43,28,34,55,80,71,69,48,49,45,63,62,58,41,50,57,46,48,35,39,55,62,58
0,1,60,3,2,62,36,52,58,29,62,46,36,49,54,69,68,64,54,78,37,59,66,40,34,56,56,51,38,41,49,55,58,61
1,0,60,3,2,45,46,44,61,37,60,50,41,59,61,71,73,76,53,80,57,73,69,58,56,50,54,52,60,51,57,55,56,53
0,1,60,2,2,54,28,42,58,27,52,41,32,38,54,70,68,65,56,51,24,58,56,64,23,49,60,42,36,34,39,55,61,62
0,0,60,3,2,58,54,38,58,51,58,47,36,46,62,74,78,67,42,71,58,73,66,65,36,44,28,55,59,56,53,26,24,21
1,0,60,3,2,49,43,35,66,36,60,36,33,60,64,58,64,69,59,78,47,75,69,57,51,52,51,46,55,48,50,56,59,55
0,1,60,3,2,41,21,61,62,23,53,24,27,63,63,63,66,62,49,58,45,66,55,56,26,62,56,26,47,33,51,58,61,59
0,1,60,3,2,52,21,53,50,27,45,30,28,45,50,53,64,34,54,50,38,70,67,73,24,55,56,39,38,39,47,58,60,59
